0.0021068,0.0167651,0.000217908,0,6.60E-05,0,0.186484,0.0268009,0.00128707,0,0,0.00528028,0,0,0.510785,0,0,0,0,0,0,0,0,0.0131126,0.0471281,0.00865742,0.865073,0.216758,27.65,4.45028,45.4227
0.0331703,0.254125,0.00429032,0,0.00108022,0,2.88779,0.525728,0.0195092,0,0,0.120057,0,0,7.79369,0,0,0,0,0,0,0,0,0.205365,1.74785,0.166001,0.862998,3.41347,22.407,4.45028,54.9089
0.0663406,0.508249,0.00858063,0,0.00216044,0,5.77592,1.05146,0.0390185,0,0,0.240114,0,0,15.5874,0,0,0,0,0,0,0,0,0.41073,3.50315,0.318581,0.86429,6.82694,16.8099,4.45028,65.5979
0.0990371,0.762373,0.0118374,0,0.00323562,0,8.62982,1.52977,0.0585277,0,0,0.336722,0,0,23.3591,0,0,0,0,0,0,0,0,0.61373,5.16211,0.434016,0.865109,10.1702,11.2021,4.45028,76.7625
0.118169,0.905319,0.0152843,0,0.00384828,0,10.288,1.87291,0.0695017,0,0,0.427703,0,0,27.765,0,0,0,0,0,0,0,0,0.731613,6.40346,0.597094,0.850736,12.1605,7.20745,4.45028,85.2874
0.143235,1.09736,0.0185264,0,0.00466458,0,12.471,2.27019,0.0842445,0,0,0.518428,0,0,33.6546,0,0,0,0,0,0,0,0,0.886803,7.78372,0.725516,0.824812,14.74,0.5355,4.45028,99.9317
0.487264,1.89196,0.124646,0,0.00917333,0,42.3519,7.64934,0,175.05,0,1.74285,0,0,0,0,0,0,0,0,0,0,0,3.01747,24.5328,3.12011,0.698302,50.1377,0.404465,4.45028,104.574
0.0193944,0.0277832,0.00248714,0,0.000364374,0,1.67601,0.30477,0.0113097,0.0904777,0,0.0695982,0,0,0,0,0,0,0,0,0,21.0883,0,0.119748,0.528943,0.0651858,0.55563555,2.00164,0.754243,4.45028,126.323
0.529197,1.87426,0.0734477,0,0.00542196,0,67.7648,4.51676,0,0,0,1.02798,0,0,0,0,0,0,0,0,207.703,0,0,3.3024,15.3714,1.89136,0.692003,54.6815,0.067017,4.45028,114.332
0.483407,1.88085,0.125409,0,0.00918644,0,42.1308,7.68372,0,0,0,1.75468,0,0,0,0,0,0,0,0,177.222,0,0,2.98394,24.6336,3.15787,0.698654,49.7453,0.642815,4.45028,102.951
0.509435,1.91711,11.1943,0,0.0186985,0,22.3938,17.2057,0,0,0,4.0019,0,0,0,0,0,0,0,0,0,0,0,3.07447,18.4449,2.74231,1.999004,52.3333,0.613237,4.45028,114.3686
0.0424233,0.25356,0,0,0.00089942,0,3.37165,0.781411,0,0,0,0.153997,0,0,0,0,0,0,0,0,0,0,0,0.261103,148.756,13.3655,0.560856,4.35254,0.243542,4.45028,107.88
0.574035,0.00662436,5.37E-06,0,14.0286,0,23.295,2.79231,0,0,0,0.00464768,0,0,0,0,0,0,0,0,0,0,0,3.59176,0.0507625,0.00481775,2.161431,58.8394,0.000102689,4.45028,59.9143
0.0484556,0.0947452,0.286321,0,0.000554245,0,3.36583,6.09156,0,0,0,0.0948968,0,0,0,0,0,0,0,0,0,0,0,0.301158,9.57042,9.1504,214.06781,4.99157,0.333014,4.45028,77.9655
0.539625,2.1048,0.058985,0,0.0104491,10.5395,33.6674,18.1615,0,0,0,1.78908,0,0,0,0,0,0,0,0,0,0,0,3.31537,11.4096,1.62328,0.699353,55.4118,0.270468,4.45028,118.968
